status,homepro_name,homepro_brand,homepro_url,homepro_price,expected_twd_name,expected_twd_url,expected_twd_price,matched_twd_name,matched_twd_url,confidence
NOT_FOUND,น้ำมันสน TOA SHARKS 1 แกลลอน,TOA,https://www.homepro.co.th/p/15075,186.0,น้ำมันสน SHARK รุ่นกระป๋อง ขนาด 2.3 กก. สีใส (#0TUR),https://www.thaiwatsadu.com/th/sku/60001739,183.0,,,0
NOT_FOUND,น้ำมันสน TOA SHARKS ขวดใหญ่,TOA,https://www.homepro.co.th/p/15074,53.0,น้ำมันสน SHARK รุ่นขวดใหญ่ สีใส 0TUR,https://www.thaiwatsadu.com/th/sku/60001746,43.0,,,0
NOT_FOUND,น้ำยาลอกสี BEGER UNISOFT 9119 1 แกลลอน,BEGER,https://www.homepro.co.th/p/144308?srsltid=AfmBOopiDt6gZrS7WXKMd-qR310iGd-S2XahezfcbpuXC_myByBhdyiM,580.0,น้ำยาลอกสี (ยูนีซ็อฟ) BEGER ขนาด 1 แกลลอน,https://www.thaiwatsadu.com/th/sku/60001122,470.0,,,0
NOT_FOUND,สีน้ำมัน TOA GLIPTON BASE C เงา 1 แกลลอน,TOA,https://www.homepro.co.th/p/118123,608.0,สีน้ำมันเคลือบเงา TOA รุ่น GLIPTON ขนาด 1 แกลลอน สีเบส C,https://www.thaiwatsadu.com/th/sku/60001507,550.0,,,0
NOT_FOUND,หน้าต่างบานเลื่อน UPVC S-S มุ้ง HOFFEN 120X110 ซม. สีขาว,HOFFEN,https://www.homepro.co.th/p/1172337,3690.0,หน้าต่างอะลูมิเนียมบานเลื่อน NK รุ่น 2 บาน ขนาด 120 x 108.5 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60317986,1740.0,,,0
NOT_FOUND,ไม้ผนัง WPC THAISUN ลอนเล็ก 17.5X2.75X300 ซม. สีสัก,THAISUN,https://www.homepro.co.th/p/1230815,819.0,ไม้ผนัง WPC ร่องเล็ก 1 นิ้ว THAISUN รุ่น Elegant ขนาด 17.5 x 300 x 2.75 ซม. สีสัก,https://www.thaiwatsadu.com/th/sku/60375367,818.0,,,0
NOT_FOUND,กระดาษทรายขัดเหล็ก เบอร์ 320 TOA,TOA,https://www.homepro.co.th/p/82183,17.0,กระดาษทรายน้ำ เบอร์ 320 NITTO ขนาด 9 x 11 นิ้ว สีน้ำตาล,https://www.thaiwatsadu.com/th/sku/60012840,13.0,,,0
NOT_FOUND,กาวพลังตะปูสูตรน้ำ PATTEX PL50 400 ก. สีขาว,PATTEX,https://www.homepro.co.th/p/103076,125.0,กาวตะปู สูตรน้ำ PL50 PATTEX รุ่น 2408140 ขนาด 400 กรัม สีขาว,https://www.thaiwatsadu.com/th/sku/60009348,123.0,,,0
NOT_FOUND,ถุงมือทอ DONGYANG เบอร์ 5 สีขาว แพ็ก 12 ชิ้น,DEXZON,https://www.homepro.co.th/p/42925,63.0,ถุงมือถักคอตตอน PARAGON รุ่น 75-656428 ขนาด 500 กรัม (แพ็ค 12 คู่) สีขาวขอบเขียว,https://www.thaiwatsadu.com/th/sku/60252538,57.0,,,0
NOT_FOUND,"น้ำยาขจัดคราบน้ำปูนพื้นผิวทั่วไป SPACLEAN 1,000ml",SPACLEAN,https://www.homepro.co.th/p/291056,179.0,น้ำยาขจัดคราบปูนสูตรเข้มข้น SPACLEAN รุ่น X-II ขนาด 1 ลิตร สีใส,https://www.thaiwatsadu.com/th/sku/60212254,158.0,,,0
NOT_FOUND,น้ำยาประสานคอนกรีต BESBOND 5 ลิตร,BESBOND,https://www.homepro.co.th/p/1047255,1099.0,น้ำยาประสานคอนกรีต BESBOND รุ่น GBB001AM00I ขนาด 5 ลิตร สีใส,https://www.thaiwatsadu.com/th/sku/60250577,1098.0,,,0
NOT_FOUND,บานพับ 4X3 นิ้ว X 2 มม. YALE SL4320SR สีสเตนเลส (แพ็ก 3 ชิ้น),YALE,https://www.homepro.co.th/p/277189,369.0,บานพับประตูสเตนเลส304 4แหวนสเตนเลสลูกปืนหัวตัด YALE รุ่น HI-SL4320SR3 ขนาด 4x3นิ้วx2มม.(แพ็ก 3 ชิ้น),https://www.thaiwatsadu.com/th/sku/60245966,350.0,,,0
NOT_FOUND,ประแจแหวนข้างปากตาย STANLEY 6 มม.,STANLEY,https://www.homepro.co.th/p/1101688,35.0,ประแจแหวนข้างปากตาย STANLEY รุ่น STMT80215-8 ขนาด 1 นิ้ว สีเงิน,https://www.thaiwatsadu.com/th/sku/60289146,33.0,,,0
NOT_FOUND,ประแจแหวนข้างปากตาย STANLEY 19 มม.,STANLEY,https://www.homepro.co.th/p/1101784,90.0,ประแจแหวนข้างปากตาย STANLEY รุ่น STMT80233-8 ขนาด 19 มม. สีเงิน,https://www.thaiwatsadu.com/th/sku/60289160,90.0,,,0
NOT_FOUND,ประแจแหวนข้างปากตาย STANLEY 27 มม.,STANLEY,https://www.homepro.co.th/p/1101814,210.0,ประแจแหวนข้างปากตาย STANLEY รุ่น STMT80242-8 ขนาด 27 มม. สีเงิน,https://www.thaiwatsadu.com/th/sku/60289205,210.0,,,0
NOT_FOUND,ประแจแหวนข้างปากตาย STANLEY 28 มม.,STANLEY,https://www.homepro.co.th/p/1101787,239.0,ประแจแหวนข้างปากตาย STANLEY รุ่น STMT80243-8 ขนาด 28 มม. สีเงิน,https://www.thaiwatsadu.com/th/sku/60289206,239.0,,,0
NOT_FOUND,ประแจแหวนข้างปากตาย STANLEY 30 มม.,STANLEY,https://www.homepro.co.th/p/1101815,279.0,ประแจแหวนข้างปากตาย STANLEY รุ่น STMT80244-8 ขนาด 30 มม. สีเงิน,https://www.thaiwatsadu.com/th/sku/60289207,278.0,,,0
NOT_FOUND,ประแจแหวนข้างปากตาย STANLEY 32 มม.,STANLEY,https://www.homepro.co.th/p/1101788,319.0,ประแจแหวนข้างปากตาย STANLEY รุ่น STMT80245-8 ขนาด 32 มม. สีเงิน,https://www.thaiwatsadu.com/th/sku/60289208,318.0,,,0
