status,homepro_name,homepro_brand,homepro_url,expected_twd_name,expected_twd_url,matched_twd_name,matched_twd_url,confidence
NOT_FOUND,เขาควายทั่วไป ISEO 6411 SS สีสเตนเลส,ISEO,https://www.homepro.co.th/p/189178,มือจับก้านโยกห้องทั่วไปซิงค์ ISON รุ่น 6411,https://www.thaiwatsadu.com/th/sku/60064962,,,0
NOT_FOUND,เขาควายทั่วไป SOLO 5411 (A) AC สีทองแดงรมดำ,SOLO,https://www.homepro.co.th/p/1004578,มือจับก้านโยกห้องทั่วไปสเตนเลส SOLO รุ่น 5411 (A) AC สีทองแดงรมดำ,https://www.thaiwatsadu.com/th/sku/60215845,,,0
NOT_FOUND,เขาควายห้องน้ำ ISON 6411 SS-BK สีสเตนเลส,ISON,https://www.homepro.co.th/p/1194066,มือจับก้านโยกห้องน้ำซิงค์ ISON รุ่น NO.6411 SS-BK,https://www.thaiwatsadu.com/th/sku/60365746,,,0
NOT_FOUND,ลูกบิดทั่วไป SCP A68717 SS ฝาใหญ่ หัวกลม หัวกลม สีสเตนเลส,SCP,https://www.homepro.co.th/p/1079045,ลูกบิดห้องทั่วไปหัวกลมสเตนเลส 201 SCP รุ่น K587SS ขนาด 65 มม. สีสเตนเลส,https://www.thaiwatsadu.com/th/sku/60168682,,,0
NOT_FOUND,สตัดเกลียวตลอด U-HENG M16 นิ้วX1 เมตร,U-HENG,https://www.homepro.co.th/p/1119356,สตัดเหล็กเกลียวมิล 16 มม. M16 ยาว 1 เมตร U HENG สีซิงค์ขาว,https://www.thaiwatsadu.com/sku/60246253,,,0
NOT_FOUND,สตัดเกลียวตลอด U-HENG 5/16 นิ้วX1.5 เมตร,U-HENG,https://www.homepro.co.th/p/1119289,สตัดเหล็กเกลียวหุน 5/16 นิ้ว ยาว 1.5 เมตร U HENG สีซิงค์ขาว,https://www.thaiwatsadu.com/sku/60246235,,,0
NOT_FOUND,สายเชื่อม ARCTECH 50SQ/1300/20M 50 ตร.ม. 20 ม. สีดำ,ARCTECH,https://www.homepro.co.th/p/1131093,"สายเชื่อมทองแดง (ตัดขายเป็นเมตร) PROTON รุ่น 1,200 เส้น ขนาด 50 ตร.มม. สีดำ",https://www.thaiwatsadu.com/th/sku/60161794,,,0
NOT_FOUND,เส้นเอ็น KING LAIKER NO.80,KING LAIKER,https://www.homepro.co.th/p/1128895,สายเอ็นสะท้อนแสง (หัวสิงห์) SPOA ขนาด 0.8 มม. x 35 เมตร สีเขียว,https://www.thaiwatsadu.com/th/sku/60310251,,,0
NOT_FOUND,เส้นเอ็น KING LAIKER NO.70,KING LAIKER,https://www.homepro.co.th/p/1128890,สายเอ็นสะท้อนแสง (หัวสิงห์) SPOA ขนาด 0.7 มม. x 65 เมตร สีเขียว,https://www.thaiwatsadu.com/th/sku/60310250,,,0
NOT_FOUND,ประแจอเนกประสงค์ HACHI 9-32 มม.,HACHI,https://www.homepro.co.th/search?q=%E0%B8%AD%E0%B8%B0%E0%B9%84%E0%B8%AB%E0%B8%A5%E0%B9%88%E0%B8%A5%E0%B8%B9%E0%B8%81%E0%B8%81%E0%B8%A5%E0%B8%B4%E0%B9%89%E0%B8%87%E0%B8%97%E0%B8%B2%E0%B8%AA%E0%B8%B5+HACHI+,อะไหล่ลูกกลิ้งทาสี HACHI ขนาด 4 นิ้ว สีดำ - ส้ม,https://www.thaiwatsadu.com/th/sku/60270102,,,0
